index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
2364,红莲南里,西城 马连道 二至三环,537,万,87846,元/平米,1992年建/板楼,2室1厅1厨1卫,顶层 (共7层),61.13㎡,南 北,其他,一梯两户,无,70年
2365,德胜门西大街64号,西城 新街口 二环内,615,万,125767,元/平米,1983年建/板楼,1室1厅1厨1卫,高楼层 (共12层),48.9㎡,南 北,精装,一梯六户,有,70年
2366,新风北街,西城 马甸 二至三环,890,万,140823,元/平米,1995年建/板楼,2室1厅1厨1卫,中楼层 (共6层),63.2㎡,东 西,简装,一梯三户,无,70年
2367,塔院胡同12号院,西城 六铺炕 二至三环,720,万,125655,元/平米,1985年建/板楼,2室1厅1厨1卫,顶层 (共6层),57.3㎡,南 北,精装,一梯三户,无,70年
2368,新风南里,西城 马甸 二至三环,750,万,117005,元/平米,1997年建/板楼,2室1厅1厨1卫,地下室 (共6层),64.1㎡,南 北,其他,一梯两户,无,70年
2369,朗琴园,西城 广安门 二至三环,668,万,113490,元/平米,2004年建/板塔结合,1室1厅1厨1卫,中楼层 (共29层),58.86㎡,北,精装,两梯六户,有,70年
2370,车站西街15号院,西城 广安门 二至三环,460,万,113890,元/平米,1993年建/板楼,1室1厅1厨1卫,底层 (共6层),40.39㎡,南,其他,一梯三户,无,70年
2371,新明胡同,西城 马甸 二至三环,726,万,131284,元/平米,1991年建/塔楼,2室1厅1厨1卫,底层 (共18层),55.3㎡,西北,简装,两梯七户,有,70年
2372,槐柏树街南里,西城 长椿街 二环内,590,万,90784,元/平米,1992年建/板楼,2室1厅1厨1卫,底层 (共6层),64.99㎡,西 北,其他,一梯两户,无,70年
2373,丽水莲花,西城 广安门 二至三环,760,万,84888,元/平米,2009年建/塔楼,2室1厅1厨1卫,中楼层 (共24层),89.53㎡,东北,精装,两梯四户,有,70年
2374,椿树园,西城 宣武门 二环内,788,万,116776,元/平米,1999年建/板塔结合,2室1厅1厨1卫,中楼层 (共13层),67.48㎡,东 南 北,简装,一梯三户,有,70年
2375,德胜里一区,西城 德胜门 二至三环,898,万,147455,元/平米,1982年建/板楼,3室1厅1厨1卫,顶层 (共5层),60.9㎡,南 北,精装,一梯三户,无,70年
2376,建功南里,西城 白纸坊 二环内,320,万,60140,元/平米,1996年建/塔楼,2室1厅0厨1卫,地下室 (共16层),53.21㎡,南,简装,两梯十户,有,70年
2377,永乐里10号院,西城 右安门内 二环内,640,万,110823,元/平米,1984年建/板楼,2室1厅1厨1卫,中楼层 (共6层),57.75㎡,东 西,简装,一梯两户,暂无数据,70年
2378,裕中东里,西城 马甸 三至四环,980,万,131017,元/平米,1997年建/板楼,2室1厅1厨1卫,顶层 (共6层),74.8㎡,南 北,简装,一梯三户,无,70年
2379,青春无限,西城 牛街 二环内,600,万,88903,元/平米,2004年建/塔楼,1室1厅1厨1卫,低楼层 (共22层),67.49㎡,北,其他,三梯十六户,有,70年
2380,国电中兴家园,西城 月坛 二至三环,1300,万,109520,元/平米,2003年建/板塔结合,2室1厅1厨1卫,低楼层 (共16层),118.7㎡,西北,其他,一梯四户,有,70年
2381,政泰家园,西城 菜户营 二至三环,440,万,71003,元/平米,2004年建/塔楼,1室1厅1厨1卫,中楼层 (共22层),61.97㎡,西 北,其他,两梯七户,有,70年
2382,砖塔胡同78号院,西城 金融街 二环内,880,万,101150,元/平米,1958年建/板楼,3室1厅1厨1卫,底层 (共4层),87㎡,西,其他,一梯四户,无,70年
2383,红居街10号院,西城 广安门 二至三环,1080,万,120295,元/平米,2004年建/板楼,2室2厅1厨1卫,顶层 (共20层),89.78㎡,东南,简装,两梯六户,有,70年
2384,新文化街,西城 金融街 二环内,988,万,133695,元/平米,1985年建/塔楼,2室1厅1厨1卫,顶层 (共16层),73.9㎡,南,简装,两梯七户,有,70年
2385,小红庙,西城 广安门 二至三环,580,万,89094,元/平米,1986年建/板楼,2室1厅1厨1卫,高楼层 (共6层),65.1㎡,东 西,精装,一梯两户,无,70年
2386,月坛南街19号院,西城 月坛 二至三环,850,万,124634,元/平米,1997年建/板楼,1室1厅1厨1卫,低楼层 (共13层),68.2㎡,东 西,精装,两梯九户,有,70年
2387,白菜湾社区,西城 天宁寺 二至三环,526,万,122640,元/平米,1992年建/板楼,1室1厅1厨1卫,低楼层 (共6层),42.89㎡,西,精装,一梯四户,无,70年
2388,牛街东里,西城 牛街 二环内,720,万,88638,元/平米,1999年建/塔楼,2室1厅1厨1卫,中楼层 (共20层),81.23㎡,西北,精装,三梯十二户,有,70年
2389,西豪逸景,西城 广安门 二至三环,635,万,85661,元/平米,2002年建/塔楼,2室1厅1厨1卫,顶层 (共28层),74.13㎡,东北,其他,三梯十三户,有,70年
2390,复兴门外大街,西城 木樨地 二至三环,1100,万,140665,元/平米,1990年建/塔楼,2室1厅1厨1卫,高楼层 (共16层),78.2㎡,南,其他,两梯二十户,有,70年
2391,姚家井二巷,西城 陶然亭 二环内,905,万,124075,元/平米,1992年建/板楼,3室1厅1厨1卫,中楼层 (共6层),72.94㎡,南 北,其他,一梯四户,无,70年
2392,丽水莲花,西城 广安门 二至三环,1020,万,101797,元/平米,2009年建/塔楼,2室1厅1厨1卫,低楼层 (共24层),100.2㎡,西南,精装,两梯四户,有,70年
2393,手帕口南街,西城 广安门 二至三环,498,万,82410,元/平米,1997年建/板楼,2室1厅1厨1卫,顶层 (共6层),60.43㎡,东,简装,一梯六户,暂无数据,40年
2394,政泰家园,西城 菜户营 二至三环,790,万,72966,元/平米,2004年建/塔楼,2室1厅1厨1卫,低楼层 (共22层),108.27㎡,东 西 北,精装,一梯五户,有,70年
2395,源屋曲,西城 天宁寺 二至三环,635,万,104048,元/平米,2005年建/塔楼,1室1厅1厨1卫,中楼层 (共21层),61.03㎡,南,其他,两梯六户,有,70年
2396,新风北街,西城 马甸 二至三环,660,万,124623,元/平米,1995年建/板楼,2室1厅1厨1卫,地下室 (共6层),52.96㎡,南 东 西,其他,一梯三户,无,70年
2397,四合上院,西城 宣武门 二环内,1290,万,139581,元/平米,2010年建/板塔结合,2室1厅1厨1卫,低楼层 (共16层),92.42㎡,东 北,精装,一梯两户,有,70年
2398,白云观,西城 木樨地 二至三环,719,万,138004,元/平米,1991年建/板楼,1室1厅1厨1卫,高楼层 (共11层),52.1㎡,东,其他,两梯十四户,有,70年
2399,阜成门外大街,西城 月坛 二至三环,768,万,124879,元/平米,1983年建/板楼,2室1厅1厨1卫,顶层 (共6层),61.5㎡,南 北,其他,一梯三户,无,70年
2400,广外南街63号院,西城 天宁寺 二至三环,589,万,89952,元/平米,2000年建/塔楼,1室1厅1厨1卫,低楼层 (共20层),65.48㎡,南,简装,两梯八户,有,70年
2401,马连道中里,西城 马连道 二至三环,580,万,101488,元/平米,1995年建/塔楼,2室1厅1厨1卫,底层 (共18层),57.15㎡,东南,简装,两梯八户,有,70年
2402,平原里小区,西城 牛街 二环内,480,万,83117,元/平米,2000年建/板楼,2室1厅1厨1卫,地下室 (共9层),57.75㎡,南 北,精装,两梯两户,有,70年
2403,广华轩,西城 广安门 二至三环,596,万,90085,元/平米,2000年建/塔楼,1室1厅1厨1卫,高楼层 (共24层),66.16㎡,东 南,其他,两梯十户,有,70年
2404,白云观,西城 木樨地 二至三环,699,万,121990,元/平米,1992年建/板楼,1室1厅1厨1卫,低楼层 (共11层),57.3㎡,东,精装,一梯九户,有,70年
2405,西便门西里,西城 木樨地 二至三环,602,万,109895,元/平米,1989年建/板楼,2室1厅1厨1卫,顶层 (共6层),54.78㎡,南 北,其他,一梯三户,无,70年
2406,老墙根129号院,西城 长椿街 二环内,550,万,97605,元/平米,1984年建/板楼,2室1厅1厨1卫,低楼层 (共6层),56.35㎡,东 北,精装,一梯五户,无,70年
2407,陶然北岸,西城 陶然亭 二环内,1300,万,126879,元/平米,2005年建/塔楼,2室2厅1厨1卫,高楼层 (共18层),102.46㎡,西北,其他,两梯五户,有,70年
2408,源屋曲,西城 天宁寺 二至三环,1250,万,111927,元/平米,2005年建/塔楼,2室1厅1厨1卫,顶层 (共21层),111.68㎡,南,简装,两梯六户,有,70年
2409,裕中西里,西城 马甸 三至四环,750,万,142046,元/平米,1991年建/塔楼,1室1厅1厨1卫,中楼层 (共24层),52.8㎡,东,精装,两梯八户,有,70年
2410,畅柳园,西城 陶然亭 二环内,850,万,115302,元/平米,2003年建/板塔结合,2室1厅1厨1卫,中楼层 (共14层),73.72㎡,南 北,其他,一梯两户,有,70年
2411,老墙根38号院,西城 长椿街 二环内,930,万,120607,元/平米,1997年建/板楼,2室1厅1厨1卫,中楼层 (共6层),77.11㎡,南 北,简装,一梯两户,无,70年
2412,国英一号,西城 官园 二环内,960,万,66858,元/平米,2000年建/板塔结合,2室1厅0厨1卫,低楼层 (共14层),143.59㎡,西,精装,五梯三十五户,有,70年
2413,建功北里,西城 白纸坊 二环内,460,万,84420,元/平米,1999年建/板塔结合,1室1厅1厨1卫,中楼层 (共17层),54.49㎡,西北,简装,四梯十六户,有,70年
2414,三不老胡同,西城 西四 二环内,876,万,143843,元/平米,1982年建/板楼,2室1厅1厨1卫,底层 (共6层),60.9㎡,南 北,其他,一梯三户,无,70年
2415,京泽苑,西城 马连道 二至三环,720,万,84290,元/平米,2003年建/板楼,2室1厅1厨1卫,中楼层 (共10层),85.42㎡,南 北,简装,一梯三户,有,70年
2416,远见名苑,西城 广安门 二至三环,490,万,84849,元/平米,2004年建/塔楼,1室0厅1厨1卫,低楼层 (共24层),57.75㎡,西,简装,四梯二十户,有,70年
2417,月坛北街,西城 月坛 二至三环,960,万,132781,元/平米,1974年建/板楼,3室1厅1厨1卫,中楼层 (共5层),72.3㎡,东 西,精装,一梯三户,无,70年
2418,南露园,西城 阜成门 二至三环,520,万,110875,元/平米,1993年建/板楼,1室1厅1厨1卫,底层 (共6层),46.9㎡,东北,精装,一梯六户,无,70年
2419,月坛西街西里,西城 月坛 二至三环,1100,万,138383,元/平米,2000年建/板塔结合,2室1厅1厨1卫,高楼层 (共14层),79.49㎡,南 北,其他,一梯两户,有,70年
2420,格调,西城 马连道 二至三环,1450,万,99588,元/平米,2005年建/板塔结合,3室2厅1厨2卫,底层 (共14层),145.6㎡,南 北,简装,两梯四户,有,70年
2421,玺源台,西城 广安门 二至三环,950,万,105956,元/平米,2013年建/板楼,2室1厅1厨1卫,中楼层 (共27层),89.66㎡,东,精装,两梯八户,有,70年
2422,东南园,西城 宣武门 二环内,550,万,113053,元/平米,1991年建/板楼,2室1厅1厨1卫,底层 (共3层),48.65㎡,南 北,其他,一梯三户,无,70年
2423,太平街甲乙18号院,西城 陶然亭 二环内,790,万,108517,元/平米,1980年建/板楼,3室1厅1厨1卫,顶层 (共6层),72.8㎡,东 南 北,简装,一梯三户,无,70年
2424,南礼士路46号院,西城 月坛 二至三环,788,万,136522,元/平米,2014年建/板楼,1室0厅1厨1卫,中楼层 (共25层),57.72㎡,西,其他,两梯六户,有,70年
2425,月坛北街,西城 月坛 二至三环,770,万,124395,元/平米,1989年建/板塔结合,2室1厅1厨1卫,中楼层 (共9层),61.9㎡,南 北,精装,两梯三户,有,70年
2426,三义西里,西城 马连道 二至三环,600,万,117188,元/平米,1982年建/板楼,2室1厅1厨1卫,底层 (共5层),51.2㎡,南 北,精装,一梯三户,无,70年
2427,玺源台,西城 广安门 二至三环,720,万,100321,元/平米,2013年建/板楼,2室1厅1厨1卫,低楼层 (共27层),71.77㎡,西,精装,两梯八户,有,70年
2428,万博苑,西城 右安门内 二环内,950,万,108995,元/平米,1999年建/塔楼,2室1厅1厨1卫,高楼层 (共23层),87.16㎡,南,其他,两梯九户,有,70年
2429,格调,西城 马连道 二至三环,1039,万,100484,元/平米,2007年建/板塔结合,2室1厅1厨1卫,低楼层 (共23层),103.4㎡,南 北,简装,两梯六户,有,70年
2430,裕中东里,西城 马甸 三至四环,1200,万,149069,元/平米,1994年建/塔楼,3室1厅1厨1卫,高楼层 (共16层),80.5㎡,东 南 西 北,其他,两梯八户,有,70年
2431,考拉社区,西城 菜户营 二至三环,480,万,83566,元/平米,2005年建/板塔结合,1室1厅1厨1卫,高楼层 (共21层),57.44㎡,西,精装,四梯十八户,有,70年
2432,三里河二区,西城 月坛 二至三环,970,万,158497,元/平米,1952年建/板楼,2室1厅1厨1卫,底层 (共4层),61.2㎡,东 北,简装,一梯四户,无,70年
2433,三不老胡同,西城 西四 二环内,745,万,111862,元/平米,1957年建/板楼,2室1厅1厨1卫,中楼层 (共6层),66.6㎡,南 北,简装,一梯四户,无,70年
2434,荣丰2008,西城 广安门 二至三环,398,万,100379,元/平米,2007年建/塔楼,1室1厅1厨1卫,低楼层 (共16层),39.65㎡,南,精装,三梯二十五户,有,70年
2435,国英园,西城 官园 二环内,679,万,129828,元/平米,1997年建/板楼,1室1厅1厨1卫,低楼层 (共6层),52.3㎡,南,其他,一梯四户,无,70年
2436,教场口9号院,西城 六铺炕 二至三环,740,万,97910,元/平米,2003年建/塔楼,2室1厅1厨1卫,高楼层 (共21层),75.58㎡,西北,其他,三梯十二户,有,70年
2437,北欧印象,西城 马连道 二至三环,430,万,93276,元/平米,2003年建/塔楼,1室1厅1厨1卫,高楼层 (共25层),46.1㎡,西,精装,三梯十二户,有,70年
2438,儒福里,西城 陶然亭 二环内,655,万,100000,元/平米,1950年建/板楼,2室1厅1厨1卫,顶层 (共4层),65.5㎡,东,简装,一梯三户,无,70年
2439,格调,西城 马连道 二至三环,1100,万,93260,元/平米,2007年建/板塔结合,2室1厅1厨1卫,低楼层 (共23层),117.95㎡,西南,精装,两梯六户,有,70年
2440,月坛西街西里,西城 月坛 二至三环,629,万,142955,元/平米,1994年建/板楼,1室1厅1厨1卫,高楼层 (共9层),44㎡,南,精装,一梯三户,有,70年
2441,四合上院,西城 宣武门 二环内,860,万,138576,元/平米,2010年建/板塔结合,1室0厅1厨1卫,中楼层 (共16层),62.06㎡,南,精装,一梯三户,有,70年
2442,丽水莲花,西城 广安门 二至三环,860,万,95609,元/平米,2009年建/塔楼,2室1厅1厨1卫,高楼层 (共24层),89.95㎡,东北,其他,两梯四户,有,70年
2443,中信锦园,西城 陶然亭 二环内,1280,万,133362,元/平米,2009年建/板塔结合,2室1厅1厨1卫,中楼层 (共18层),95.98㎡,南 北,精装,两梯三户,有,70年
2444,荣丰2008,西城 广安门 二至三环,470,万,150932,元/平米,2007年建/塔楼,1室1厅1厨1卫,中楼层 (共16层),31.14㎡,西,简装,三梯三十户,有,70年
2445,丽水莲花,西城 广安门 二至三环,1000,万,95676,元/平米,2007年建/塔楼,2室1厅1厨1卫,低楼层 (共28层),104.52㎡,南,其他,三梯十二户,有,70年
2446,常青藤嘉园,西城 马连道 二至三环,580,万,88120,元/平米,2004年建/板楼,1室1厅1厨1卫,底层 (共16层),65.82㎡,北,精装,两梯六户,有,70年
2447,新文化街,西城 金融街 二环内,1100,万,148850,元/平米,1985年建/塔楼,2室1厅1厨1卫,高楼层 (共16层),73.9㎡,南,其他,两梯七户,有,70年
2448,北线阁5号院,西城 长椿街 二环内,650,万,107956,元/平米,2001年建/塔楼,2室1厅1厨1卫,高楼层 (共16层),60.21㎡,南,其他,一梯六户,暂无数据,70年
2449,红莲南里,西城 马连道 二至三环,498,万,91243,元/平米,1987年建/板楼,2室1厅1厨1卫,顶层 (共6层),54.58㎡,南 北,简装,一梯三户,无,70年
2450,朝阳庵,西城 车公庄 二至三环,570,万,93138,元/平米,1965年建/板楼,2室1厅1厨1卫,中楼层 (共5层),61.2㎡,南,其他,一梯三户,无,70年
2451,裕中东里,西城 马甸 三至四环,775,万,168846,元/平米,1986年建/板楼,1室1厅1厨1卫,高楼层 (共6层),45.9㎡,南,其他,一梯三户,无,70年
2452,老墙根38号院,西城 长椿街 二环内,950,万,123201,元/平米,1997年建/板楼,2室1厅1厨2卫,高楼层 (共6层),77.11㎡,南 北,其他,一梯两户,暂无数据,70年
2453,长椿街,西城 长椿街 二环内,690,万,81225,元/平米,1982年建/板楼,3室1厅1厨1卫,顶层 (共4层),84.95㎡,西北,简装,一梯三户,无,70年
2454,西直门南大街,西城 官园 二环内,760,万,116386,元/平米,1988年建/塔楼,2室1厅1厨1卫,低楼层 (共18层),65.3㎡,东 西,简装,两梯六户,有,70年
2455,马甸南村,西城 马甸 二至三环,1070,万,149442,元/平米,1993年建/板塔结合,2室1厅1厨1卫,高楼层 (共13层),71.6㎡,东,其他,两梯九户,有,70年
2456,里仁街6号院,西城 右安门内 二环内,600,万,113358,元/平米,1988年建/板楼,2室1厅1厨1卫,顶层 (共6层),52.93㎡,南 北,精装,一梯四户,无,70年
2457,荣丰2008,西城 广安门 二至三环,340,万,131579,元/平米,2006年建/塔楼,1室0厅1厨1卫,中楼层 (共26层),25.84㎡,北,精装,三梯二十七户,有,70年
2458,广信嘉园,西城 长椿街 二环内,850,万,70417,元/平米,2002年建/塔楼,2室1厅1厨1卫,高楼层 (共21层),120.71㎡,西北,其他,两梯六户,有,70年
2459,白云观,西城 木樨地 二至三环,1082,万,134913,元/平米,1991年建/板楼,2室1厅1厨1卫,中楼层 (共11层),80.2㎡,南,精装,一梯六户,有,70年
2460,新兴东巷,西城 西直门 二至三环,640,万,110919,元/平米,1985年建/板楼,2室1厅1厨1卫,中楼层 (共6层),57.7㎡,南 北,其他,一梯三户,暂无数据,70年
2461,大拐棒胡同,西城 西四 二环内,805,万,157227,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共5层),51.2㎡,西南,其他,一梯五户,无,70年
